Value,Disaggregation combinations using this value,Number of indicators
Compliance with the Basel Convention on hazardous waste and other chemicals,1,1
Compliance with the Montreal Protocol on hazardous waste and other chemicals,1,1
Compliance with the Rotterdam Convention on hazardous waste and other chemicals,1,1
Compliance with the Stockholm Convention on hazardous waste and other chemicals,1,1
