Value,Disaggregation combinations using this value,Number of indicators
Ajloun,1,1
Ajlun,1,1
Amman,2,2
Aqaba,2,2
Balqa,2,2
Irbid,2,2
Jarash,2,2
Karak,2,2
kingdom,2,2
Ma'an,2,2
Madaba,2,2
Mafraq,2,2
Tafiela,2,2
Zarqa,2,2
