Indicator,Disaggregation combinations using this value
#4-1-1,1
#4-1-2,1
#4-1-3,1
#4-1-4,1
#4-2-1,1
#4-2-2,1
#4-3-1,1
#4-3-3,1
#4-6-1,1
#5-7-1,2
#5-8-1,1
